points:13876
item958
item776
item708
item34
item475
item163
item617
item484
item372
item368
item507
item957
item599
item233
item433
item119
item229
item260
item117
item771
item628
item189
item130
item904
item398
item820
item953
item279
item55
item585
item618
item942
item678
item667
item292
item764
item181
item884
item793
item144
item827
item910
item695
item116
item701
item534
item506
item639
item203
item715
item179
item580
item294
item976
item123
item608
item174
item225
item537
item11
item166
item962
item54
item299
item296
item690
item754
item18
item298
item477
item845
item401
item340
item6
item691
item821
item730
item176
item272
item758
item644
item363
item601
item993
item724
item488
item836
item878
item954
item814
item780
item164
item193
item752
item28
item727
item662
item979
item157
item1
item409
item220
item885
item931
item775
item794
item742
item255
item320
item437
item345
item167
item476
item769
item91
item883
item81
item843
item576
item627
item587
item790
item300
item391
item405
item923
item42
item517
item287
item451
item746
item441
item914
item121
item640
item155
item386
item420
item992
item655
item734
item652
item277
item997
item956
item783
item319
item105
item235
item873
item314
item103
item231
item980
item852
item383
item636
item474
item803
item519
item88
item56
item370
item148
item810
item135
item342
item871
item751
item698
item291
item670
item487
item725
item236
item989
item151
item438
item643
item943
item674
item30
item822
item929
item175
item936
item258
item393
item875
item542
item681
item266
item180
item138
item494
item990
item762
item847
item687
item351
item834
item143
item200
item72
item63
item352
item837
item723
item253
item799
item792
item527
item304
item83
item110
item263
item87
item737
item726
item136
item994
item718
item326
item972
item558
item717
item422
item626
item625
item948
item824
item84
item915
item571
item622
item866
item394
item338
item831
item308
item79
item73
item8
item870
item359
item17
item568
item685
item747
item781
item439
item860
item86
item540
item920
item77
item324
item683
item841
item58
item590
item770
item95
item830
item343
item675
item867
item51
item379
item57
item677
item858
item101
item12
item753
item301
item207
item973
item951
item987
item642
item489
item603
item907
item471
item217
item579
item322
item204
item679
item284
item423
item61
item930
item346
item22
item802
item648
item602
item444
item443
item848
item469
item400
item333
item526
item40
item194
item548
item947
item853
item893
item811
item23
item661
item369
item524
item796
item862
item819
item315
item967
item582
item223
item306
item274
item221
item312
item586
item547
item285
item286
item276
item891
item325
item807
item107
item68
item92
item699
item839
item647
item360
item581
item892
item865
item729
item909
item36
item432
item569
item142
item714
item335
item377
item89
item693
item905
item93
item205
item924
item436
item450
item234
item611
item550
item630
item523
item251
item52
item772
item784
item881
item228
item273
item9
item271
item912
item53
item317
item513
item482
item520
item41
item483
item96
item154
item156
item812
item545
item624
item744
item365
item358
item552
item414
item900
item240
item190
item761
item129
item835
item59
item696
item913
item805
item499
item208
item668
item290
item861
item410
item530
item259
item801
item944
item704
item741
item712
item593
item316
item458
item864
item399
item536
item514
item466
item397
item418
item243
item111
item680
item605
item141
item919
item222
item374
item894
item486
item303
item321
item694
item493
item32
item516
item749
item14
item97
item453
item172
item637
item131
item897
item126
item735
item916
item297
item232
item504
item396
item118
item788
item158
item556
item199
item544
item242
item47
item347
item390
item922
item613
item337
item419
item460
item413
item933
item100
item378
item941
item169
item424
item344
item813
item616
item215
item795
item854
item684
item187
item521
item859
item1000
item238
item664
item785
item631
item743
item908
item740
item658
item868
item490
item800
item427
item833
item268
item707
item428
item939
item395
item671
item555
item66
item132
item262
item330
item509
item709
item380
item963
item244
item496
item960
item112
item614
item659
item804
item48
item977
item355
item455
item898
item528
item382
item302
item3
item26
item201
item257
item211
item888
item996
item247
item656
item74
item75
item777
item508
item736
item759
item650
item745
item356
item966
item7
item554
item879
item447
item416
item38
item442
item473
item226
item21
item673
item906
item982
item559
item384
item124
item195
item869
item890
item501
item565
item778
item945
item902
item27
item353
item763
item147
item600
item250
item787
item789
item791
item651
item24
item310
item70
item750
item60
item109
item955
item995
item404
item13
item492
item269
item720
item375
item348
item198
item765
item288
item113
item254
item702
item809
item502
item309
item495
item106
item965
item619
item446
item984
item275
item85
item128
item134
item817
item249
item566
item361
item591
item937
item256
item491
item633
item318
item219
item385
item214
item959
item621
item448
item964
item975
item597
item480
item115
item407
item896
item901
item168
item974
item99
item689
item434
item549
item98
item69
item525
item425
item706
item755
item676
item927
item323
item604
item29
item43
item90
item657
item731
item705
item206
item838
item311
item33
item403
item102
item808
item478
item468
item150
item50
item561
item196
item849
item653
item139
item978
item415
item162
item67
item634
item171
item412
item876
item421
item646
item969
item816
item76
